,reaction,name
7935,R09064,"trans,trans-farnesyl-diphosphate:bacteriochlorophyllide-c farnesyltransferase; Bacteriochlorophyllide c + trans,trans-Farnesyl diphosphate <=> Bacteriochlorophyll c + Diphosphate"
7936,R09065,"trans,trans-farnesyl-diphosphate:bacteriochlorophyllide-d farnesyltransferase; Bacteriochlorophyllide d + trans,trans-Farnesyl diphosphate <=> Bacteriochlorophyll d + Diphosphate"
7937,R09066,7(1)-Hydroxychlorophyllide a <=> Chlorophyllide
7938,R09067,chlorophyllide-b:phytyl-diphosphate phytyltransferase; Chlorophyllide b + Phytyl diphosphate <=> Chlorophyll b + Diphosphate
7939,R09068,chlorophyll chlorophyllidohydrolase; Chlorophyll b + H2O <=> Chlorophyllide b + Phytol
7940,R09069,7(1)-hydroxychlorophyll-a:NAD+ oxidoreductase; 7(1)-Hydroxychlorophyll a + NAD+ <=> Chlorophyll b + NADH + H+
7941,R09070,7(1)-hydroxychlorophyll-a:NADP+ oxidoreductase; 7(1)-Hydroxychlorophyll a + NADP+ <=> Chlorophyll b + NADPH + H+
7942,R09071,7(1)-hydroxychlorophyll a:ferredoxin oxidoreductase; 7(1)-Hydroxychlorophyll a + 2 Reduced ferredoxin + 2 H+ <=> Chlorophyll a + 2 Oxidized ferredoxin + H2O
7943,R09072,"S-adenosyl-L-methionine:1,2-diacyl-sn-glycerol 3-amino-3-carboxypropyltransferase; 1,2-Diacyl-sn-glycerol + S-Adenosyl-L-methionine <=> Diacylglycerylhomoserine + 5'-Methylthioadenosine"
7944,R09073,"S-adenosylmethionine:diacylglycerylhomoserine N-methyltransferase (diacylglyceryl-N,N,N-trimethylhomoserine-forming); Diacylglycerylhomoserine + 3 S-Adenosyl-L-methionine <=> Diacylglyceryl-N,N,N-trimethylhomoserine + 3 S-Adenosyl-L-homocysteine"
7945,R09074,N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming); N1-Acetylspermidine + Oxygen + H2O <=> Putrescine + 3-Acetamidopropanal + Hydrogen peroxide
7946,R09075,"N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming); N8-Acetylspermidine + Oxygen + H2O <=> 1,3-Diaminopropane + N4-Acetylaminobutanal + Hydrogen peroxide"
7947,R09076,spermidine:oxygen oxidoreductase (spermidine-forming); Spermine + Oxygen + H2O <=> Spermidine + 3-Aminopropanal + Hydrogen peroxide
7948,R09077,spermidine:oxygen oxidoreductase (3-aminopropanal-forming); Spermidine + Oxygen + H2O <=> Putrescine + 3-Aminopropanal + Hydrogen peroxide
7949,R09078,(S)-acetoin:NAD+ oxidoreductase; Diacetyl + NADH + H+ <=> (S)-Acetoin + NAD+
7950,R09079,carboxyspermidine:NADP+ oxidoreductase; Putrescine + L-Aspartate 4-semialdehyde + NADPH + H+ <=> Carboxyspermidine + H2O + NADP+
7951,R09080,"carboxynorspermidine:NADP+ oxidoreductase; 1,3-Diaminopropane + L-Aspartate 4-semialdehyde + NADPH + H+ <=> Carboxynorspermidine + H2O + NADP+"
7952,R09081,carboxyspermidine carboxy-lyase (spermidine-forming); Carboxyspermidine <=> Spermidine + CO2
7953,R09082,carboxynorspermidine carboxy-lyase (norspermidine-forming); Carboxynorspermidine <=> Norspermidine + CO2
7954,R09083,Reduced FMN + Oxygen <=> Dimethylbenzimidazole + D-Erythrose 4-phosphate + H2O
7955,R09084,"ADP:D-fructose-6-phosphate 1-phosphotransferase; beta-D-Fructose 6-phosphate + ADP <=> beta-D-Fructose 1,6-bisphosphate + AMP"
7956,R09085,ADP:D-glucose 6-phosphotransferase; alpha-D-Glucose + ADP <=> alpha-D-Glucose 6-phosphate + AMP
7957,R09086,ADP:D-glucose 6-phosphotransferase; beta-D-Glucose + ADP <=> beta-D-Glucose 6-phosphate + AMP
7958,R09087,ATP:1D-myo-inositol-hexakisphosphate 5-phosphotransferase; ATP + Phytic acid <=> ADP + 5-PP-InsP5
7959,R09088,Benzoate + Pyruvate <=> Pyruvophenone + CO2
7960,R09089,Pyruvophenone <=> D-Cathinone
7961,R09090,2-Methylpropanoyl-CoA + 3 Malonyl-CoA <=> 8-Methyl-6-nonenoic acid
7962,R09093,"Tetrahydrofolate + Formaldehyde <=> 5,10-Methylenetetrahydrofolate + H2O"
7963,R09094,Formate <=> CO2
7964,R09095,"hydrogen:2-(2,3-dihydropentaprenyloxy)phenazine oxidoreductase; Methanophenazine + Hydrogen <=> Dihydromethanophenazine"
7965,R09096,"Acetyl-CoA + 5,6,7,8-Tetrahydromethanopterin <=> CoA + 5-Methyl-5,6,7,8-tetrahydromethanopterin + CO"
7966,R09097,propanal:NAD+ oxidoreductase (CoA-propanoylating); Propanal + NAD+ + CoA <=> Propanoyl-CoA + NADH + H+
7967,R09098,methanol:coenzyme M methyltransferase; Methanol + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + H2O
7968,R09099,"5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase; L-Serine + 5,6,7,8-Tetrahydromethanopterin <=> 5,10-Methylenetetrahydromethanopterin + Glycine + H2O"
7969,R09100,"D-Fructose 1,6-bisphosphate <=> 3-Phospho-D-glycerate"
7970,R09102,Bis(4-hydroxyphenyl)methane <=> Bis(4-hydroxyphenyl)methanol
7971,R09103,"Bis(4-hydroxyphenyl)methanol <=> 4,4'-Dihydroxybenzophenone"
7972,R09104,"4,4'-Dihydroxybenzophenone <=> 4-Hydroxyphenyl-4-hydroxybenzoate"
7973,R09105,4-Hydroxyphenyl-4-hydroxybenzoate + H2O <=> 4-Hydroxybenzoate + Hydroquinone
7974,R09106,feruloyl-CoA:16-hydroxypalmitate feruloyltransferase; Feruloyl-CoA + 16-Hydroxypalmitate <=> CoA + 16-Feruloyloxypalmitate
7975,R09107,N-acetyl-L-citrulline amidohydrolase; N-Acetyl-L-citrulline + H2O <=> Acetate + L-Citrulline
7976,R09108,Palustradiene <=> Palustradienol
7977,R09109,Palustradienol <=> Palustradienal
7978,R09110,Palustradienal <=> Palustric acid
7979,R09111,"(+)-copalyl diphosphate-lyase (isopimara-7,15-diene-forming); Copalyl diphosphate <=> Isopimara-7,15-diene + Diphosphate"
7980,R09112,"Isopimara-7,15-diene <=> Isopimaradienol"
7981,R09113,Isopimaradienol <=> Isopimaradienal
7982,R09114,Isopimaradienal <=> Isopimaric acid
7983,R09115,9alpha-Copalyl-diphosphate diphosphate-lyase (stemar-13-ene-forming); 9alpha-Copalyl diphosphate <=> Stemar-13-ene + Diphosphate
7984,R09116,9alpha-Copalyl-diphosphate diphosphate-lyase [stemod-13(17)-ene-forming]; 9alpha-Copalyl diphosphate <=> Stemod-13(17)-ene + Diphosphate
7985,R09117,"9alpha-Copalyl-diphosphate diphosphate-lyase (9beta-pimara-7,15-diene-forming); 9alpha-Copalyl diphosphate <=> 9beta-Pimara-7,15-diene + Diphosphate"
7986,R09118,"9beta-Pimara-7,15-dien-19-oate <=> 3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide"
7987,R09119,"ent-Copalyl-diphosphate diphosphate-lyase (ent-cassa-12,15-diene-forming); ent-Copalyl diphosphate <=> ent-Cassa-12,15-diene + Diphosphate"
7988,R09120,"ent-Copalyl-diphosphate diphosphate-lyase [ent-sandaracopimara-8(14),15-diene-forming]; ent-Copalyl diphosphate <=> (+)-Sandaracopimaradiene + Diphosphate"
7989,R09121,"ent-Copalyl-diphosphate diphosphate-lyase [ent-pimara-8(14),15-diene-forming]; ent-Copalyl diphosphate <=> ent-Pimara-8(14),15-diene + Diphosphate"
7990,R09122,"geranylgeraniol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating); Geranylgeraniol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Plaunotol + [Oxidized NADPH---hemoprotein reductase] + H2O"
7991,R09123,"Geranylgeranyl diphosphate-lyase (fusicocca-2,10(14)-diene-forming); Geranylgeranyl diphosphate <=> Fusicocca-2,10(14)-diene + Diphosphate"
7992,R09124,trimethylamine:coenzyme M methyltransferase; Trimethylamine + Coenzyme M <=> 2-(Methylthio)ethanesulfonate + Dimethylamine
7993,R09125,"2,5-dihydroxypyridine:oxygen 5,6-oxidoreductase; 2,5-Dihydroxypyridine + Oxygen <=> N-Formylmaleamic acid"
7994,R09126,N-formylmaleamic acid amidohydrolase; N-Formylmaleamic acid + H2O <=> Maleamate + Formate
7995,R09127,ethanol:cytochrome c oxidoreductase; Ethanol + 2 Ferricytochrome cL <=> Acetaldehyde + 2 Ferrocytochrome cL + 2 H+
7996,R09128,2-chloroethanol:cytochrome c oxidoreductase; 2-Chloroethanol + 2 Ferricytochrome cL <=> Chloroacetaldehyde + 2 Ferrocytochrome cL + 2 H+
7997,R09129,S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase; S-(Hydroxymethyl)mycothiol + NAD+ <=> S-Formylmycothiol + NADH + H+
7998,R09130,"1,2,3,4-Tetrachlorobenzene + Oxygen + NADH + H+ <=> cis-Chlorobenzene dihydrodiol + NAD+"
7999,R09131,"1,2,3,4-Tetrachlorobenzene + Oxygen + NADPH + H+ <=> cis-Chlorobenzene dihydrodiol + NADP+"
8000,R09132,cis-Chlorobenzene dihydrodiol + NAD+ <=> Tetrachlorocatechol + NADH + H+
8001,R09133,cis-Chlorobenzene dihydrodiol + NADP+ <=> Tetrachlorocatechol + NADPH + H+
8002,R09134,"tetrachlorocatechol:oxygen 1,2-oxidoreductase; Tetrachlorocatechol + Oxygen <=> Tetrachloro-cis,cis-muconate"
8003,R09135,"2,3,5-trichlorodienelactone lyase (decyclizing); Tetrachloro-cis,cis-muconate <=> 2,3,5-Trichlorodienelactone + Hydrochloric acid"
8004,R09136,"2,3,5-trichlorodienelactone lactonohydrolase; 2,3,5-Trichlorodienelactone + H2O <=> 2,3,5-Trichloromaleylacetate"
8005,R09137,"2,4-dichloro-3-oxoadipate:NAD+ oxidoreductase; 2,3,5-Trichloromaleylacetate + 2 NADH + 2 H+ <=> 2,4-Dichloro-3-oxoadipate + 2 NAD+ + Hydrochloric acid"
8006,R09138,"2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase; 2,3,5-Trichloromaleylacetate + 2 NADPH + 2 H+ <=> 2,4-Dichloro-3-oxoadipate + 2 NADP+ + Hydrochloric acid"
8007,R09139,"2,4-Dichloro-3-oxoadipate <=> CO2"
8008,R09140,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming); trans,trans-Farnesyl diphosphate + H2O <=> 8-epi-Cedrol + Diphosphate"
8009,R09141,Trichloroethene + NADH + H+ + Oxygen <=> TCE epoxide + NAD+ + H2O
8010,R09142,TCE epoxide <=> CO
8011,R09143,TCE epoxide <=> Dichloroacetate
8012,R09144,TCE epoxide <=> Glyoxylate
8013,R09145,TCE epoxide <=> Formate
8014,R09146,Trichloroethene <=> Chloral
8015,R09147,Trichloroethene <=> TCE epoxide
8016,R09148,"1,1,1-Trichloroethane + NADH + H+ + Oxygen <=> Trichloroethanol + NAD+ + H2O"
8017,R09149,Trichloroethanol <=> Chloral
8018,R09150,Chloral <=> Trichloroacetate
8019,R09151,"trichloroethene,NADH:oxygen oxidoreductase (glyoxylate-forming); Trichloroethene + Oxygen + H2O + NADH + H+ <=> Glyoxylate + 3 Hydrochloric acid + NAD+"
8020,R09152,"trichloroethene,NADH:oxygen oxidoreductase (formate-forming); Trichloroethene + Oxygen + 2 H2O + NADH + H+ <=> 2 Formate + 3 Hydrochloric acid + NAD+"
8021,R09153,Sulfoacetaldehyde <=> Coenzyme M
8022,R09154,"1,1,1-Trichloroethane <=> 1,1-Dichloroethane + Hydrochloric acid"
8023,R09155,"1,1-Dichloroethane <=> Chloroethane + Hydrochloric acid"
8024,R09156,"chloroethane,donor:oxygen oxidoreductase (dechlorinating, acetaldehyde-forming); Chloroethane + Oxygen + Reduced acceptor <=> Acetaldehyde + Hydrochloric acid + Acceptor + H2O"
8025,R09157,Trichloroacetate + 2 H2O <=> Oxalate + 3 Hydrochloric acid
8026,R09158,Trichloroacetate <=> CO2
8027,R09159,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-9,10-dihydrodiol + NAD+"
8028,R09160,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-7,8-dihydrodiol + NAD+"
8029,R09161,"Pyrene + Oxygen <=> cis-4,5-Dihydroxy-4,5-dihydropyrene"
8030,R09162,"cis-4,5-Dihydroxy-4,5-dihydropyrene:NAD+ 4,5-oxidoreductase; cis-4,5-Dihydroxy-4,5-dihydropyrene + NAD+ <=> 4,5-Dihydroxypyrene + NADH + H+"
8031,R09163,"4,5-Dihydroxypyrene + Oxygen <=> Phenanthrene-4,5-dicarboxylate"
8032,R09164,"Phenanthrene-4,5-dicarboxylate <=> Phenanthrene-4-carboxylate + CO2"
8033,R09165,"Phenanthrene-4-carboxylate + Oxygen + NADH + H+ <=> cis-3,4-Phenanthrenedihydrodiol-4-carboxylate + NAD+"
8034,R09166,"cis-3,4-Phenanthrenedihydrodiol-4-carboxylate <=> Phenanthrene-3,4-diol + CO2"
8035,R09167,"Pyrene + Oxygen <=> Pyrene-4,5-oxide + H2O"
8036,R09168,"Pyrene-4,5-oxide + H2O <=> trans-4,5-Dihydroxy-4,5-dihydropyrene"
8037,R09169,"Pyrene + Oxygen <=> Pyrene-1,2-oxide + H2O"
8038,R09170,"Pyrene-1,2-oxide <=> 1-Hydroxypyrene"
8039,R09171,"1-Hydroxypyrene + Oxygen <=> 1-Hydroxypyrene-6,7-oxide + H2O"
8040,R09172,"1-Hydroxypyrene-6,7-oxide <=> 1,6-Dihydroxypyrene"
8041,R09173,"1,6-Dihydroxypyrene <=> Pyrene-1,6-dione"
8042,R09174,"1-Hydroxypyrene + Oxygen <=> 1-Hydroxypyrene-7,8-oxide + H2O"
8043,R09175,"1-Hydroxypyrene-7,8-oxide <=> 1,8-Dihydroxypyrene"
8044,R09176,"1,8-Dihydroxypyrene <=> Pyrene-1,8-dione"
8045,R09177,1-Hydroxypyrene + S-Adenosyl-L-methionine <=> 1-Methoxypyrene + S-Adenosyl-L-homocysteine
8046,R09178,"1-Methoxypyrene + Oxygen <=> 1-Methoxypyrene-6,7-oxide + H2O"
8047,R09179,"1-Methoxypyrene-6,7-oxide <=> 1-Hydroxy-6-methoxypyrene"
8048,R09180,"1-Hydroxy-6-methoxypyrene + CH3-R <=> 1,6-Dimethoxypyrene + R"
8049,R09181,1-Hydroxypyrene <=> 1-Pyrenylsulfate
8050,R09182,"Benzo[a]pyrene-cis-7,8-dihydrodiol + Oxygen <=> cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate"
8051,R09183,"Benzo[a]pyrene-cis-9,10-dihydrodiol + NAD+ <=> 9,10-Dihydroxybenzo[a]pyrene + NADH + H+"
8052,R09184,"9,10-dihydroxybenzo[a]pyrene:oxygen 10,10a-oxidoreductase (decyclizing); 9,10-Dihydroxybenzo[a]pyrene + Oxygen <=> cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate"
8053,R09185,cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate <=> 10-Oxabenzo[def]chrysen-9-one + Formate
8054,R09186,"2-dehydro-3-deoxy-D-arabinonate hydro-lyase (2,5-dioxopentanoate-forming); 2-Dehydro-3-deoxy-D-xylonate <=> 2,5-Dioxopentanoate + H2O"
8055,R09187,C-9 Reduced nonaketamide <=> Nonaketamide monocyclic intermediate + 2 H2O
8056,R09188,Nonaketamide monocyclic intermediate <=> Nonaketamide tricyclic intermediate
8057,R09189,S-adenosyl-L-methionine:pretetramid C-methyltransferase; S-Adenosyl-L-methionine + Pretetramid <=> S-Adenosyl-L-homocysteine + 6-Methylpretetramide
8058,R09190,"6-methylpretetramide,NADPH:oxygen oxidoreductase (4,12a-hydroxylating); 6-Methylpretetramide + 2 NADPH + 2 H+ + 2 Oxygen <=> 4-Keto-anhydrotetracycline + 2 NADP+ + 2 H2O"
8059,R09191,S-adenosyl-L-methionine:4-amino-anhydrotetracycline N-methyltransferase; 4-Amino-anhydrotetracycline + 2 S-Adenosyl-L-methionine <=> Anhydrotetracycline + 2 S-Adenosyl-L-homocysteine
8060,R09192,"oxytetracycline:coenzyme-F420 oxidoreductase; Oxytetracycline + Coenzyme F420 <=> 5a,11a-Dehydrooxytetracycline + Reduced coenzyme F420"
8061,R09195,malonyl-CoA:L-glutamine amido-ligase (AMP-forming); ATP + Malonyl-CoA + L-Glutamine + H2O <=> AMP + Diphosphate + Malonamoyl-CoA + L-Glutamate
8062,R09196,Nonaketamide tricyclic intermediate <=> Pretetramid
8063,R09197,4-Keto-anhydrotetracycline <=> 4-Amino-anhydrotetracycline
8064,R09198,"5a,11a-dehydrotetracycline,NADPH:oxygen oxidoreductase (5-hydroxylating); 5a,11a-Dehydrotetracycline + NADPH + H+ + Oxygen <=> 5a,11a-Dehydrooxytetracycline + NADP+ + H2O"
8065,R09201,"2,4-Dichlorotoluene + NADH + Oxygen + H+ <=> 4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+"
8066,R09202,"cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate <=> 7,8-Dihydropyrene-8-carboxylate"
8067,R09203,"cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate <=> 7,8-Dihydropyrene-7-carboxylate"
8068,R09204,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-4,5-dihydrodiol + NAD+"
8069,R09205,"Benzo[a]pyrene-cis-4,5-dihydrodiol <=> 4,5-Dihydroxybenzo[a]pyrene"
8070,R09206,"4,5-Dihydroxybenzo[a]pyrene + Oxygen <=> 4,5-Chrysenedicarboxylate"
8071,R09207,"4,5-Chrysenedicarboxylate <=> 4-Chrysenecarboxylate + CO2"
8072,R09208,"4,5-Chrysenedicarboxylate <=> 5-Chrysenecarboxylate + CO2"
8073,R09209,"Benzo[a]pyrene + NADH + H+ + Oxygen <=> Benzo[a]pyrene-cis-11,12-dihydrodiol + NAD+"
8074,R09210,"Benzo[a]pyrene + Oxygen <=> Benzo[a]pyrene-11,12-epoxide"
8075,R09211,"Benzo[a]pyrene-11,12-epoxide + H2O <=> Benzo[a]pyrene-trans-11,12-dihydrodiol"
8076,R09212,"Benzo[a]pyrene-trans-11,12-dihydrodiol <=> 11,12-Dihydroxybenzo[a]pyrene"
8077,R09213,"4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+ <=> 4,6-Dichloro-3-methylcatechol + NADH + H+"
8078,R09214,"4,6-Dichloro-3-methylcatechol + Oxygen <=> 3,5-Dichloro-2-methylmuconate"
8079,R09215,"chloromuconate chloromuconate; 3,5-Dichloro-2-methylmuconate <=> 3,5-Dichloro-2-methylmuconolactone"
8080,R09216,"Benzo[a]pyrene-cis-11,12-dihydrodiol <=> 11,12-Dihydroxybenzo[a]pyrene"
8081,R09217,"chloromuconate cycloisomerase; 3,5-Dichloro-2-methylmuconolactone <=> 3-Chloro-2-methyldienelactone + Hydrochloric acid"
8082,R09218,"Pyrene-4,5-dione <=> Phenanthrene-4,5-dicarboxylate"
8083,R09219,"Pyrene-4,5-dione + NADH + H+ <=> 4,5-Dihydroxypyrene + NAD+"
8084,R09220,dienelactone hydrolase; 3-Chloro-2-methyldienelactone + H2O <=> 3-Chloro-2-methylmaleylacetate
8085,R09221,"chloromuconate cycloisomerase; 3,5-Dichloro-2-methylmuconate <=> 2-Chloro-5-methyl-cis-dienelactone + Hydrochloric acid"
8086,R09222,dienelactone hydrolase; 2-Chloro-5-methyl-cis-dienelactone + H2O <=> 2-Chloro-5-methylmaleylacetate
8087,R09223,maleylacetate reductase; 2-Chloro-5-methylmaleylacetate + NADH + H+ <=> 5-Methylmaleylacetate + NAD+ + Hydrochloric acid
8088,R09224,maleylacetate reductase; 5-Methylmaleylacetate + NADH + H+ <=> 2-Methyl-3-oxoadipate + NAD+
8089,R09225,"3-methyl-5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase; 3-Methylmuconolactone <=> 4-Methyl-3-oxoadipate-enol-lactone"
8090,R09226,4-Methyl-3-oxoadipate-enol-lactone + H2O <=> 4-Methyl-3-oxoadipate
8091,R09227,"Phthalate + Oxygen + NADH + H+ <=> Phthalate 3,4-cis-dihydrodiol + NAD+"
8092,R09228,"Phthalate 3,4-cis-dihydrodiol + NAD+ <=> 3,4-Dihydroxyphthalate + NADH + H+"
8093,R09229,"muconate cycloisomerase; 3-Methyl-cis,cis-hexadienedioate <=> 3-Methylmuconolactone"
8094,R09230,"2-Amino-4-nitrotoluene + 3 NADH + 3 H+ <=> 2,4-Diaminotoluene + 3 NAD+ + 2 H2O"
8095,R09231,"2,4-Dinitrotoluene + 3 NADH + 3 H+ <=> 2-Amino-4-nitrotoluene + 3 NAD+ + 2 H2O"
8096,R09232,"2,4-Dinitrotoluene + 3 NADH + 3 H+ <=> 4-Amino-2-nitrotoluene + 3 NAD+ + 2 H2O"
8097,R09233,"2,4-dinitrotoluene,NADH:oxygen oxidoreductase (4,5-hydroxylating, nitrite-releasing); 2,4-Dinitrotoluene + NADH + Oxygen + H+ <=> 4-Methyl-5-nitrocatechol + NAD+ + Nitrite"
8098,R09234,"4-methyl-5-nitrocatechol,NADPH:oxygen 5-oxidoreductase (5-hydroxylating, nitrite-forming); 4-Methyl-5-nitrocatechol + NADPH + Oxygen + H+ <=> 2-Hydroxy-5-methylquinone + NADP+ + Nitrite + H2O"
8099,R09235,"4-Amino-2-nitrotoluene + 3 NADH + 3 H+ <=> 2,4-Diaminotoluene + 3 NAD+ + 2 H2O"
8100,R09236,"2-Hydroxy-5-methylquinone + NADH + H+ <=> 2,4,5-Trihydroxytoluene + NAD+"
8101,R09237,"2,4,5-Trihydroxytoluene + Oxygen <=> cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate"
8102,R09238,"cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate + H2O <=> (S)-Methylmalonate semialdehyde + Pyruvate"
8103,R09239,"4,5-Dihydroxypyrene <=> Pyrene-4,5-dione"
8104,R09240,"2-Amino-4-nitrotoluene + 3 NADPH + 3 H+ <=> 2,4-Diaminotoluene + 3 NADP+ + 2 H2O"
8105,R09241,"2,4-Dinitrotoluene + 3 NADPH + 3 H+ <=> 2-Amino-4-nitrotoluene + 3 NADP+ + 2 H2O"
8106,R09242,"2,4-Dinitrotoluene + 3 NADPH + 3 H+ <=> 4-Amino-2-nitrotoluene + 3 NADP+ + 2 H2O"
8107,R09243,"4-Amino-2-nitrotoluene + 3 NADPH + 3 H+ <=> 2,4-Diaminotoluene + 3 NADP+ + 2 H2O"
8108,R09244,"(2Z,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesylcistransferase (adding 7 isopentenyl units); 2-cis,6-trans-Farnesyl diphosphate + 7 Isopentenyl diphosphate <=> trans,octacis-Decaprenyl diphosphate + 7 Diphosphate"
8109,R09245,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 3 isopentenyl units); trans,trans-Farnesyl diphosphate + 3 Isopentenyl diphosphate <=> all-trans-Hexaprenyl diphosphate + 3 Diphosphate"
8110,R09246,geranylgeranyl-diphosphate:isopentenyl-diphosphate transferase (adding 2 isopentenyl units); Geranylgeranyl diphosphate + 2 Isopentenyl diphosphate <=> all-trans-Hexaprenyl diphosphate + 2 Diphosphate
8111,R09247,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 4 isopentenyl units); trans,trans-Farnesyl diphosphate + 4 Isopentenyl diphosphate <=> all-trans-Heptaprenyl diphosphate + 4 Diphosphate"
8112,R09248,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 5 isopentenyl units); trans,trans-Farnesyl diphosphate + 5 Isopentenyl diphosphate <=> all-trans-Octaprenyl diphosphate + 5 Diphosphate"
8113,R09249,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units); trans,trans-Farnesyl diphosphate + 7 Isopentenyl diphosphate <=> all-trans-Decaprenyl diphosphate + 7 Diphosphate"
8114,R09250,geranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 7 isopentenyl units); Geranyl diphosphate + 7 Isopentenyl diphosphate <=> all-trans-Nonaprenyl diphosphate + 7 Diphosphate
8115,R09251,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 5 isopentenyl units); Geranylgeranyl diphosphate + 5 Isopentenyl diphosphate <=> all-trans-Nonaprenyl diphosphate + 5 Diphosphate
8116,R09252,"cyclohex-1-ene-1-carbonyl-CoA:electron transfer flavoprotein oxidoreductase; Cyclohex-1-ene-1-carbonyl-CoA + Electron-transferring flavoprotein <=> Cyclohexa-1,5-diene-1-carbonyl-CoA + Reduced electron-transferring flavoprotein"
8117,R09253,"2-oxo-4-hydroxy-5-aminovalerate hydro-lyase (deaminating; 2,5-dioxopentanoate-forming); 2-Oxo-4-hydroxy-5-aminovalerate <=> 2,5-Dioxopentanoate + Ammonia"
8118,R09254,L-tyrosine:pyruvate aminotransferase; L-Tyrosine + Pyruvate <=> 3-(4-Hydroxyphenyl)pyruvate + L-Alanine
8119,R09255,feruloyl-CoA:agmatine feruloyltransferase; Feruloyl-CoA + Agmatine <=> CoA + Feruloylagmatine
8120,R09256,4-coumaroyl-CoA:putrescine N4-coumaroyltransferase; p-Coumaroyl-CoA + Putrescine <=> CoA + p-Coumaroylputrescine
8121,R09257,feruloyl-CoA:putrescine feruloyltransferase; Feruloyl-CoA + Putrescine <=> CoA + Feruloylputrescine
8122,R09258,"8 Malonyl-CoA + Acyl-carrier protein <=> 3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp] + 8 CO2 + 8 CoA"
8123,R09259,"3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp] <=> 7,9,12-Octaketide intermediate 1"
8124,R09260,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] <=> 7,9,12-Decaketide intermediate 1"
8125,R09261,"3,5,7,9,11,13,15,17,19-Nonaoxo-henicosanoyl-[acp] <=> 7,9,12-Decaketide intermediate 4"
8126,R09262,"7,9,12-Octaketide intermediate 1 + NADPH + H+ <=> 7,9,12-Octaketide intermediate 2 + NADP+"
8127,R09263,"7,9,12-Decaketide intermediate 1 + NADPH + H+ <=> 7,9,12-Decaketide intermediate 2 + NADP+"
8128,R09264,"7,9,12-Decaketide intermediate 4 + NADPH + H+ <=> 7,9,12-Decaketide intermediate 5 + NADP+"
8129,R09265,"7,9,12-Octaketide intermediate 2 <=> 7,9,12-Octaketide intermediate 3 + 2 H2O"
8130,R09266,"7,9,12-Decaketide intermediate 2 <=> 7,9,12-Decaketide intermediate 3 + 2 H2O"
8131,R09267,"7,9,12-Decaketide intermediate 5 <=> 7,9,12-Decaketide intermediate 6 + 2 H2O"
8132,R09268,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] <=> 7,12-Decaketide intermediate 1 + H2O"
8133,R09269,"3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] <=> 9,14-Decaketide intermediate 1 + 2 H2O"
8134,R09270,syringate:tetrahydrofolate N-methyltransferase; Syringic acid + Tetrahydrofolate <=> 3-O-Methylgallate + 5-Methyltetrahydrofolate
8135,R09271,3-O-methylgallate:tetrahydrofolate O-methyltransferase; 3-O-Methylgallate + Tetrahydrofolate <=> Gallate + 5-Methyltetrahydrofolate
