gene name,#,KO,thrshld,score,E-value,KO definition,distance
DesulfococcmultiFdhNAD,*,K22516,981.17,1001.4,1.5e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1563.0
DesulfococcoleoFdhNAD,*,K05299,1213.8,1305.1,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1615.0
DesulfococcoleoFdhNAD,*,K00123,858.47,1077.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1615.0
DesulfococcoleoFdhNAD,*,K22516,981.17,1002.2,8e-303,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1615.0
DesulfofabhansenFdhNAD,*,K05299,1213.8,1313.2,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1618.0
DesulfofabhansenFdhNAD,*,K00123,858.47,1048.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1618.0
DesulfofarintricaFdhNAD,*,K05299,1213.8,1412.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1578.0
DesulfofarintricaFdhNAD,*,K00123,858.47,1078.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1578.0
DesulfofarintricaFdhNAD,*,K22516,981.17,1031.2,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1578.0
DesulfofunthermocisFdhNAD,*,K05299,1213.8,1385.4,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1596.0
DesulfofunthermocisFdhNAD,*,K00123,858.47,1076.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1596.0
DesulfofunthermocisFdhNAD,*,K22516,981.17,1011.9,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1596.0
DesulfofunthermosubtFdhNAD,*,K05299,1213.8,1400.0,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1622.0
DesulfofunthermosubtFdhNAD,*,K00123,858.47,1094.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1622.0
DesulfofunthermosubtFdhNAD,*,K22516,981.17,1016.9,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1622.0
DesulfofusglycoFdhNAD,*,K05299,1213.8,1264.7,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1572.0
DesulfofusglycoFdhNAD,*,K00123,858.47,1031.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1572.0
DesulfolacuPsrA,*,K08352,591.5,855.3,3.6000000000000003e-258,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1469.0
DesulfolunsponTtrA,*,K08357,722.33,1090.1,0.0,tetrathionate reductase subunit A,1666.0
DesulfomiapshFdhNAD,*,K05299,1213.8,1260.8,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1544.0
DesulfomiapshFdhNAD,*,K00123,858.47,1042.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1544.0
DesulfomiapshTtrA,*,K08357,722.33,1008.7,2.7e-304,tetrathionate reductase subunit A,1739.0
DesulfomtiedFdhN,*,K00123,858.47,864.5,8.000000000000001e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1655.0
DesulfomtiedNapA,*,K02567,776.8,968.5,2.4e-292,nitrate reductase (cytochrome) [EC:1.9.6.1],1521.0
DesulfomtiedPsrA,*,K08352,591.5,783.4,1.9000000000000002e-236,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1419.0
DesulfomtiedTtrA,*,K08357,722.33,1023.9,0.0,tetrathionate reductase subunit A,1731.0
DesulfonatromagnPsrA,*,K08352,591.5,799.2,3.3e-241,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1390.0
DesulfonatronospthioFdhNAD,*,K05299,1213.8,1272.6,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1590.0
DesulfonatronospthioFdhNAD,*,K00123,858.47,1032.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1590.0
DesulfooriePsrA,*,K08352,591.5,897.1,8.199999999999999e-271,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1413.0
DesulfopilaestFdhNAD,*,K05299,1213.8,1275.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1582.0
DesulfopilaestFdhNAD,*,K00123,858.47,1037.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1582.0
DesulfopilaestNapA,*,K02567,776.8,1156.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1432.0
DesulforhosignaFdhNAD,*,K05299,1213.8,1299.0,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1588.0
DesulforhosignaFdhNAD,*,K00123,858.47,1054.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
DesulforhosignaNapA,*,K02567,776.8,946.4,1.2e-285,nitrate reductase (cytochrome) [EC:1.9.6.1],1517.0
DesulfosomacaldarFdhNAD,*,K05299,1213.8,1268.3,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1566.0
DesulfosomacaldarFdhNAD,*,K00123,858.47,1085.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1566.0
DesulfosomacaldarFdhNAD,*,K22516,981.17,997.0,3.0999999999999997e-301,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1566.0
DesulfotigbaltiFdhNAD,*,K05299,1213.8,1272.1,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1582.0
DesulfotigbaltiFdhNAD,*,K00123,858.47,1058.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1582.0
DesulfotigbaltiFdhNAD,*,K22516,981.17,998.8,8.9e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1582.0
DesulfotigphosphitoFdhNAD,*,K05299,1213.8,1269.5,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1573.0
DesulfotigphosphitoFdhNAD,*,K00123,858.47,1053.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1573.0
DesulfotigphosphitoFdhNAD,*,K22516,981.17,989.5,5.9e-299,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1573.0
DesulfovafriPsrA,*,K08352,591.5,827.2,1.1000000000000001e-249,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1403.0
DesulfovalasPsrA,*,K08352,591.5,839.7,1.8e-253,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1414.0
DesulfovalkalPsrA,*,K08352,591.5,836.7,1.6e-252,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1388.0
Desulfovdesulf1NapA,*,K02567,776.8,953.2,9.999999999999999e-288,nitrate reductase (cytochrome) [EC:1.9.6.1],1480.0
DesulfovdesulfTtrA,*,K08357,722.33,1326.6,0.0,tetrathionate reductase subunit A,1659.0
DesulfoverhaloFdhNAD,*,K05299,1213.8,1249.2,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1569.0
DesulfoverhaloFdhNAD,*,K00123,858.47,1060.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1569.0
DesulfovfairNapA,*,K02567,776.8,968.4,2.6e-292,nitrate reductase (cytochrome) [EC:1.9.6.1],1477.0
DesulfovfrigPsrA,*,K08352,591.5,822.3,3.4000000000000002e-248,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1405.0
DesulfovirthermocuniFdhNAD,*,K05299,1213.8,1410.3,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1630.0
DesulfovirthermocuniFdhNAD,*,K00123,858.47,1107.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1630.0
DesulfovirthermocuniFdhNAD,*,K22516,981.17,1036.4,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1630.0
DesulfovmagnTtrA1,*,K08357,722.33,1045.5,0.0,tetrathionate reductase subunit A,1652.0
DesulfovmagnTtrA2,*,K08357,722.33,1003.5,1e-302,tetrathionate reductase subunit A,1740.0
DesulfovmexiTtrA,*,K08357,722.33,946.9,1.2999999999999999e-285,tetrathionate reductase subunit A,1675.0
DesulfoyounFdhNAD,*,K05299,1213.8,1386.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1580.0
DesulfoyounFdhNAD,*,K00123,858.47,1044.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1580.0
DesulfoyounPsrA,*,K08352,591.5,696.8,3.1e-210,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1448.0
DesulfuralkaPsrA,*,K08352,591.5,696.6,3.5e-210,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1437.0
DesulfurelamilTtrA,*,K08357,722.33,964.7,5e-291,tetrathionate reductase subunit A,1737.0
DesulfuriindiNapA,*,K02567,776.8,974.7,3.1e-294,nitrate reductase (cytochrome) [EC:1.9.6.1],1487.0
DesulfuriindiPsrA,*,K08352,591.5,813.0,2.2999999999999998e-245,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1413.0
DesulfuriindiTtrA,*,K08357,722.33,1296.4,0.0,tetrathionate reductase subunit A,1673.0
DesulfurisporthermoFdhNAD,*,K05299,1213.8,1385.6,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1616.0
DesulfurisporthermoFdhNAD,*,K00123,858.47,1082.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1616.0
DesulfurisporthermoFdhNAD,*,K22516,981.17,999.7,4.8e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1616.0
DesulfurivalkalPsrA,*,K08352,591.5,802.1,4.5e-242,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1437.0
DesulfuromacetPsrA,*,K08352,591.5,852.2,3.0999999999999997e-257,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1421.0
DesulfuromsoudFdhN,*,K00123,858.47,888.9,3.3e-268,formate dehydrogenase major subunit [EC:1.17.1.9],1659.0
DesulfuromsoudNapA,*,K02567,776.8,1206.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1453.0
DesulfuromsoudPsrA,*,K08352,591.5,877.8,5.9e-265,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1432.0
DesulfuromukysiTtrA1,*,K08357,722.33,1358.4,0.0,tetrathionate reductase subunit A,1668.0
DesulfuromukysiTtrA2,*,K08357,722.33,978.0,5e-295,tetrathionate reductase subunit A,1723.0
DesulfurstibPsrA,*,K08352,591.5,699.0,6.6e-211,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1455.0
DesulfurstibTtrA1,*,K08357,722.33,983.4,1.0999999999999999e-296,tetrathionate reductase subunit A,1685.0
DiaphopolyTtA,*,K08357,722.33,1504.6,0.0,tetrathionate reductase subunit A,1676.0
DichotothermAioA,*,K08356,724.13,1202.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1527.0
DickeyadadanNasA,*,K00372,1068.0,1221.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1535.0
DickeyazeaeNasA,*,K00372,1068.0,1225.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1549.0
DissulfurthermNapA,*,K02567,776.8,956.5,1e-288,nitrate reductase (cytochrome) [EC:1.9.6.1],1528.0
DissulfurthermTtrA1,*,K08357,722.33,1407.9,0.0,tetrathionate reductase subunit A,1670.0
DissulfurthermTtrA2,*,K08357,722.33,1076.2,0.0,tetrathionate reductase subunit A,1672.0
DraconisedimiNapA,*,K02567,776.8,1299.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1635.0
DuganphylloNasA,*,K00372,1068.0,1258.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1569.0
DugansacchariNasA,*,K00372,1068.0,1267.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1591.0
Dyellajapon1NapA,*,K02567,776.8,1521.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1548.0
DyellajaponFdhNAD,*,K00123,858.47,1057.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1600.0
DyellathiooxyFdhNAD,*,K00123,858.47,1057.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1617.0
EdwardictaFdhN,*,K08348,1823.1,1893.6,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1666.0
EdwardpiscPsrA,*,K08352,591.5,833.1,1.9e-251,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1457.0
Edwardtard1FdhN,*,K08348,1823.1,1899.5,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1684.0
EdwardtardPsrA,*,K08352,591.5,832.9,2.1e-251,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1457.0
EffusibaclacusNapA,*,K02567,776.8,1164.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1515.0
EggerlentFdhH,*,K22015,921.03,1248.5,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1484.0
EggerlentFdhNAD,*,K00123,858.47,943.1,1.3e-284,formate dehydrogenase major subunit [EC:1.17.1.9],1574.0
EggerlentNapA,*,K02567,776.8,1064.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1533.0
EggerlentPsrA1,*,K08352,591.5,736.7,2.6e-222,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1438.0
EggerlentPsrA2,*,K08352,591.5,746.8,2.4e-225,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1420.0
EggerlentTtrA,*,K08357,722.33,982.6,2e-296,tetrathionate reductase subunit A,1717.0
EggertimonFdhH,*,K22015,921.03,1242.7,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1471.0
EggertimonFdhNAD,*,K00123,858.47,950.9,6.2e-287,formate dehydrogenase major subunit [EC:1.17.1.9],1568.0
EggertimonNapA,*,K02567,776.8,1059.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1520.0
EggertimonPsrA,*,K08352,591.5,758.0,9.699999999999999e-229,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1438.0
EggertimonTtrA,*,K08357,722.33,970.8,7.499999999999999e-293,tetrathionate reductase subunit A,1749.0
EnsiferadhaeNapA,*,K02567,776.8,1447.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1543.0
EnterobaccloaFdhH,*,K22015,921.03,1347.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1438.0
EnterobaccloaNasA,*,K00372,1068.0,1080.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1510.0
EnterorhabcaecFdhH,*,K22015,921.03,1231.5,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1427.0
EnterorhabcaecFdhNAD,*,K00123,858.47,950.0,1.1e-286,formate dehydrogenase major subunit [EC:1.17.1.9],1567.0
EnterorhabcaecNapA,*,K02567,776.8,1049.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1544.0
EnterorhabcaecPsrA,*,K08352,591.5,716.0,4.6e-216,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1431.0
EnterorhabmucosiFdhH,*,K22015,921.03,1230.8,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1431.0
EnterorhabmucosiFdhNAD,*,K00123,858.47,958.6,2.8999999999999996e-289,formate dehydrogenase major subunit [EC:1.17.1.9],1573.0
EnterorhabmucosiNapA,*,K02567,776.8,1056.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1530.0
EnteroscirubnerNapA,*,K02567,776.8,1069.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1544.0
EnterovicoraNapA,*,K02567,776.8,1457.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1544.0
EnterovinorveNapA,*,K02567,776.8,1450.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1546.0
EoetcaeniAioA,*,K08356,724.13,1189.8,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1532.0
EpibacmultiNasA,*,K00372,1068.0,1209.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1561.0
ErwintoleNasA,*,K00372,1068.0,1224.3,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1520.0
ErythrobaccitreusNasA,*,K00372,1068.0,1222.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1541.0
Eschercoli1BisC,*,K08351,1019.87,1030.8,0.0,biotin/methionine sulfoxide reductase [EC:1.-.-.-],1466.0
Eschercoli1DmsA,*,K07306,638.13,1255.5,0.0,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3],1502.0
Eschercoli1NarG,*,K00370,827.47,2298.8,0.0,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",1839.0
Eschercoli1TorA,*,K07811,1338.6,1466.8,0.0,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3],1518.0
Eschercoli1TtrA,*,K08357,722.33,1532.5,0.0,tetrathionate reductase subunit A,1654.0
Eschercoli2FdhH,*,K22015,921.03,1354.1,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1445.0
Eschercoli2FdhH,*,K00123,858.47,862.2,3.8e-260,formate dehydrogenase major subunit [EC:1.17.1.9],1445.0
Eschercoli2FdhN,*,K08348,1823.1,1991.1,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1671.0
Eschercoli2NapA,*,K02567,776.8,1472.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1523.0
EschercoliPsrA,*,K08352,591.5,862.9,1.9e-260,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1433.0
EscherferguFdhN,*,K08348,1823.1,1989.9,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1674.0
EscherferguNapA,*,K02567,776.8,1473.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1524.0
FalsochroovisTtrA,*,K08357,722.33,1447.8,0.0,tetrathionate reductase subunit A,1700.0
FerrifuttNapA,*,K02567,776.8,1467.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1536.0
FerrifuttPsrA,*,K08352,591.5,896.0,1.8000000000000001e-270,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1434.0
FerrikyonPsrA,*,K08352,591.5,878.0,5.1e-265,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1428.0
FerriphasamniNasA,*,K00372,1068.0,1222.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1574.0
FerrisediNapA,*,K02567,776.8,1463.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1528.0
FerrisediPsrA,*,K08352,591.5,874.1,7.599999999999999e-264,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1430.0
FerrisentPsrA,*,K08352,591.5,883.3,1.3e-266,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1411.0
FerroglobplacidFdhN,*,K00123,858.47,897.0,1.2e-270,formate dehydrogenase major subunit [EC:1.17.1.9],1661.0
FerroglobplacidFwdB,*,K00201,187.4,539.3,5.5e-163,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1044.0
FischerthermalNasC,*,K00367,1035.97,1215.6,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1426.0
FlagellipacifiNapA,*,K02567,776.8,1147.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1481.0
FlavieckloNapA,*,K02567,776.8,1124.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1492.0
FlavobacgilvumFdhNAD,*,K00123,858.47,865.0,5.6e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1625.0
FlexidorothPsrA,*,K08352,591.5,832.7,2.4999999999999997e-251,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1440.0
FlexisinuNapA,*,K02567,776.8,1001.9,2e-302,nitrate reductase (cytochrome) [EC:1.9.6.1],1527.0
FlexisinuPsrA,*,K08352,591.5,825.7,3.1000000000000004e-249,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1465.0
FodinifengAioA,*,K08356,724.13,1192.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1544.0
FormosahaliNapA,*,K02567,776.8,1116.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1469.0
FuerstmarisNapA,*,K02567,776.8,1100.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1478.0
GaetbulisaemaNapA,*,K02567,776.8,1164.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1470.0
GallibacanatTtrA,*,K08357,722.33,1502.9,0.0,tetrathionate reductase subunit A,1652.0
GayadojoobiNasA,*,K00372,1068.0,1248.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1559.0
GeoalkaliferriFdhN,*,K00123,858.47,870.0,1.7e-262,formate dehydrogenase major subunit [EC:1.17.1.9],1689.0
GeoalkalisubtNapA,*,K02567,776.8,967.9,3.7000000000000004e-292,nitrate reductase (cytochrome) [EC:1.9.6.1],1509.0
GeoalkalisubtTtrA,*,K08357,722.33,1300.5,0.0,tetrathionate reductase subunit A,1660.0
GeobacbemidjienFdhN,*,K00123,858.47,863.7,1.3000000000000001e-260,formate dehydrogenase major subunit [EC:1.17.1.9],1690.0
GeobacdaltTtrA1,*,K08357,722.33,1043.2,0.0,tetrathionate reductase subunit A,1718.0
GeobacdaltTtrA2,*,K08357,722.33,993.8,8.1e-300,tetrathionate reductase subunit A,1723.0
GeobaclovleNapA,*,K02567,776.8,1196.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1487.0
GeobacmetalliFdhN,*,K00123,858.47,861.4,6.600000000000001e-260,formate dehydrogenase major subunit [EC:1.17.1.9],1682.0
GeobacpickNapA,*,K02567,776.8,1215.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1482.0
GeobacsulfurFdhN,*,K00123,858.47,869.6,2.2e-262,formate dehydrogenase major subunit [EC:1.17.1.9],1683.0
GeobacthiogeNapA,*,K02567,776.8,1186.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1474.0
GeobacuranFdhN,*,K00123,858.47,867.9,7.1e-262,formate dehydrogenase major subunit [EC:1.17.1.9],1694.0
GeobacuranTtrA,*,K08357,722.33,1000.0,1.1e-301,tetrathionate reductase subunit A,1717.0
GeoglobacetiFwdB,*,K00201,187.4,522.5,6.800000000000001e-158,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1082.0
GeopsychroelectFdhN,*,K00123,858.47,891.0,7.599999999999999e-269,formate dehydrogenase major subunit [EC:1.17.1.9],1674.0
GeopsychroelectPsrA,*,K08352,591.5,879.9,1.3e-265,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1412.0
GeosporobacsubtFdhNAD,*,K22341,1422.43,1534.5,0.0,"formate dehydrogenase (NAD+, ferredoxin) subunit [EC:1.17.1.11]",1572.0
GeosporobacsubtFdhNAD,*,K05299,1213.8,1343.0,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1572.0
GeosporobacsubtFdhNAD,*,K00123,858.47,1079.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1572.0
GeosporobacsubtFdhNAD,*,K22516,981.17,1030.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1572.0
GeothrifermenPsrA,*,K08352,591.5,890.4,8.999999999999999e-269,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1415.0
GeovibthioNapA,*,K02567,776.8,991.6,2.5e-299,nitrate reductase (cytochrome) [EC:1.9.6.1],1506.0
GlaesparaNapA,*,K02567,776.8,1434.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1546.0
GleoeokilauNasC,*,K00367,1035.97,1165.0,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1362.0
GordonpamePsrA,*,K08352,591.5,748.2,8.5e-226,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1421.0
GordonpameTtrA,*,K08357,722.33,974.5,5.6e-294,tetrathionate reductase subunit A,1722.0
GordonurolFdhNAD,*,K00123,858.47,949.4,1.6999999999999998e-286,formate dehydrogenase major subunit [EC:1.17.1.9],1556.0
GordonurolNapA,*,K02567,776.8,1065.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1529.0
GordonurolPsrA,*,K08352,591.5,743.9,1.7000000000000002e-224,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1428.0
GordonurolTtrA,*,K08357,722.33,989.7,1.4e-298,tetrathionate reductase subunit A,1713.0
GottschalaciduriFdhNAD,*,K22341,1422.43,1522.4,0.0,"formate dehydrogenase (NAD+, ferredoxin) subunit [EC:1.17.1.11]",1563.0
GottschalaciduriFdhNAD,*,K05299,1213.8,1292.0,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1563.0
GottschalaciduriFdhNAD,*,K00123,858.47,1090.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1563.0
GottschalaciduriFdhNAD,*,K22516,981.17,1000.7,2.3e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1563.0
GottschalpuriniFdhNAD,*,K22341,1422.43,1544.8,0.0,"formate dehydrogenase (NAD+, ferredoxin) subunit [EC:1.17.1.11]",1559.0
GottschalpuriniFdhNAD,*,K05299,1213.8,1308.5,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1559.0
GottschalpuriniFdhNAD,*,K00123,858.47,1075.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1559.0
GottschalpuriniFdhNAD,*,K22516,981.17,1017.9,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1559.0
GrimonholliNapA,*,K02567,776.8,1466.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1526.0
GulbenindicaFdhN,*,K08348,1823.1,1825.8,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1714.0
GulbenmobiliFdhN,*,K08348,1823.1,1827.5,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1714.0
HaemophilhaemoNapA,*,K02567,776.8,1432.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1533.0
HaemophilinflueNapA,*,K02567,776.8,1431.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1552.0
HaemophilmassiliFdhH,*,K22015,921.03,1276.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1453.0
HaemophilquentiFdhH,*,K22015,921.03,1282.3,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1444.0
HafniaparaFdhN,*,K08348,1823.1,1910.7,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1678.0
